leftEyebrow,rightEyebrow,leftLip,rightLip,lipWidth,lipHeight,label
5.080695,5.485365,5.2136803,5.2049007,3.609474,1.651186,neutral
5.7341943,6.0838485,4.9296036,4.9395313,3.2608695,1.3919835,neutral
5.4289703,4.894943,4.4082875,4.828784,2.9207675,1.118034,neutral
5.8929753,5.623562,4.507175,5.110284,3.7139845,1.3392836,neutral
6.1546955,5.769669,4.946424,4.68194,3.6772766,1.0399373,neutral
5.8372474,5.7898006,5.408128,5.5663004,3.9942791,1.4999999,neutral
5.637077,5.351591,6.6796103,6.7236276,5.346607,1.9387163,neutral
5.8153615,5.668052,4.420649,4.5672474,2.9643784,1.1219562,neutral
6.7199507,6.47163,4.2500663,4.5202923,2.9271228,0.8854511,neutral
5.6067276,5.168703,4.572571,5.1460457,3.4751866,1.0369251,neutral
5.8245573,5.578076,5.1278872,5.128367,3.6702302,1.0981266,neutral
5.6196027,5.605929,5.3535037,5.2487373,3.8951342,1.1995428,neutral
6.0129395,5.5856466,5.010581,5.523719,4.091709,1.1455204,neutral
6.027218,6.1280026,4.072517,4.137723,2.9275758,0.92866594,neutral
5.523431,5.8343143,4.4446974,3.950249,2.7520397,0.7259527,neutral
5.7892995,5.8805304,6.2867484,6.0332165,4.7942715,1.9475671,neutral
5.9450374,6.083973,5.331252,5.151677,4.000236,1.2173913,neutral
5.677289,5.9437633,5.4295325,5.606024,3.1584866,3.1584866,surprise
5.3990393,5.5854497,5.514806,5.2219687,2.7893748,3.178772,surprise
5.159237,5.207447,5.957942,6.112956,4.085178,3.5621173,surprise
5.4701605,5.2316484,4.653957,4.914403,2.8388562,2.1243303,surprise
5.543569,5.5602145,5.955755,6.1426325,3.7505207,3.4380682,surprise
6.1709166,5.417747,5.784574,6.185612,3.5804949,3.1578948,surprise
5.603694,5.3540893,4.7335567,5.227813,2.725973,2.685202,surprise
5.605762,5.480157,6.289234,6.253186,3.2358289,4.3533387,surprise
5.1657705,5.114092,5.845352,5.833722,3.371461,3.7088408,surprise
6.1770287,6.137722,5.5056863,5.6419954,3.0441697,3.1396601,surprise
5.529536,5.7435284,5.3567533,5.253167,2.4806945,2.714966,surprise
5.683647,5.4324045,4.0374465,5.033837,3.6400547,1.0361127,surprise
5.5450644,5.2303534,5.9624176,6.036312,3.5056,3.5539794,surprise
5.0906243,4.8606834,5.4951153,5.524682,2.5156174,3.1186664,surprise
5.2628517,5.107035,6.02443,5.6301966,2.8482141,3.5997055,surprise
6.0171943,5.689774,5.426655,5.94704,3.074531,3.5185788,surprise
5.3780575,5.405874,6.7260094,6.3743505,3.690032,3.8337998,surprise
5.624401,5.5587354,5.127058,5.713443,3.9953215,2.2976732,surprise
5.797818,5.2068243,5.806454,6.258786,3.1975205,3.6124785,surprise
5.5828104,5.5809994,5.4684043,5.0861697,2.874758,2.7957215,surprise
5.6674414,5.485634,5.5973487,5.6407347,3.289744,2.9077778,surprise
5.8134203,5.765959,5.8452144,5.9471393,4.119766,2.5829363,surprise
5.902688,5.4698935,5.2497563,5.812932,3.22946,2.4689245,surprise
5.2032027,5.366057,4.613759,4.539253,2.7250109,1.691062,surprise
5.2373023,5.1633606,5.2142873,5.5146003,2.9153273,2.6227243,surprise
5.4507256,5.3308496,5.4979258,5.4935575,2.8698945,2.9568415,surprise
5.6733522,5.618664,4.6422353,5.2190466,2.4705322,2.5761347,surprise
4.9112535,5.049528,5.7910748,5.962929,3.2944894,3.5541909,surprise
5.9078865,5.9826045,6.0018334,6.6157064,4.6946387,3.0373688,surprise
5.68964,5.3745613,5.458168,5.4851875,3.1333706,3.1198692,surprise
5.402452,5.4449296,6.4804606,6.359641,3.8367946,4.0473714,surprise
5.1919055,5.140175,5.655033,5.5569754,3.4207635,2.8443108,surprise
5.843037,5.6114964,5.7912035,6.039938,3.5686545,3.3295605,surprise
6.0495853,5.986922,5.2242665,4.899955,3.1967826,2.3439977,surprise
5.8330183,5.649777,5.491738,5.3448296,3.118967,3.1186664,surprise
5.561467,5.4785237,6.3581724,6.439845,3.5968952,4.4447284,surprise
5.2923336,5.356879,6.461643,6.002004,3.7506442,3.8964143,surprise
5.794688,5.6798854,5.8527756,5.7038536,3.731677,2.8907356,surprise
5.799088,5.385478,5.982684,6.283062,3.3403912,4.010635,surprise
5.947909,6.1780453,4.7136345,5.082822,2.673089,2.6306727,surprise
5.334139,5.09698,5.7477922,5.5297804,3.046272,2.9130435,surprise
5.8035,5.674204,5.1534534,5.4704885,2.4126053,2.9292934,surprise
5.7181234,5.422596,5.835508,6.2397237,3.2155285,3.823463,surprise
4.925696,4.7109833,5.2135653,5.4789195,3.173913,2.2625413,surprise
5.5914545,5.222583,5.6909866,5.3572426,3.5011046,2.7698674,surprise
5.817139,5.2493253,5.4761257,6.1640615,3.0622416,3.2346294,surprise
5.835629,5.530984,5.348695,5.167678,3.8874705,1.3072398,surprise
5.2029266,5.1463003,5.9417896,5.7673974,3.048443,3.305492,surprise
5.9681635,5.923977,4.5274854,4.961651,2.3749955,2.3703704,surprise
5.024723,5.0818205,5.609683,5.9634585,3.017246,2.9132102,surprise
5.386867,5.2040977,5.4129663,5.9842134,3.5165057,2.8141887,surprise
6.104951,5.8307333,5.5781074,5.8066506,3.0106306,3.757208,surprise
5.2754865,5.281425,5.4962344,5.086856,3.6783009,1.8617141,surprise
5.382077,5.4427834,5.2265615,5.303487,2.9550085,2.566107,surprise
5.380702,5.3599815,5.3639297,5.4447904,2.8036466,2.9816513,surprise
6.1426992,6.000384,5.632345,5.2314706,3.3048651,3.2592869,surprise
5.5148087,5.2498765,5.6067934,6.3223276,3.134441,3.5553412,surprise
5.6921177,5.5560784,5.059034,5.936571,3.2540572,2.4041631,surprise
5.0679646,5.0076976,5.1221404,5.3958464,2.8890219,2.5292704,surprise
5.3241863,5.291273,5.7365575,6.4375105,3.3326168,3.805509,surprise
5.073235,5.1146846,5.4210315,5.413007,2.6064594,2.7482479,surprise
5.2995443,5.198303,5.2967854,5.22013,3.0956044,2.2380953,surprise
5.7971983,5.4879208,6.07436,5.9880342,4.317073,2.2637699,surprise
4.7058945,5.023602,5.6983566,4.9095755,2.7139795,3.4979568,surprise
5.2074676,5.296591,5.772937,5.713825,3.203682,3.1996903,surprise
5.322066,4.9483004,5.3640723,6.9436283,4.4401255,2.139995,surprise
5.540576,5.424389,4.8420672,5.412139,2.8093102,2.3641825,surprise
5.365684,5.3970847,4.8538933,5.3767853,2.9653587,2.2431655,surprise
5.2461476,5.3915887,5.4686694,5.5587993,2.6403031,3.2809753,surprise
5.2875834,5.211978,6.05499,6.174757,3.4751866,3.5249596,surprise
5.489581,5.492224,6.348864,6.222657,3.0907247,4.042302,surprise
5.775319,5.812861,5.743431,5.725767,2.6528733,4.1267653,surprise
5.122245,5.268149,5.537429,5.721612,2.9566045,3.084349,surprise
5.0696797,4.6921983,5.6573563,5.5561686,3.2055519,3.039315,surprise
5.5592747,5.557557,6.207884,6.59583,2.54733,4.4793353,surprise
5.1218176,5.303045,5.1998277,5.478955,2.6328003,3.3103874,surprise
5.897852,5.733374,4.675072,5.272027,2.6150336,2.44,surprise
6.5526433,6.088092,4.3730025,4.8679943,2.590949,1.8477557,surprise
5.3706174,4.9734464,5.8424015,6.007799,2.64,3.8408332,surprise
5.737018,5.5132475,5.5271354,6.0361543,3.9953215,2.6509304,surprise
5.288913,5.4506254,4.9848948,4.980599,2.5002959,2.7694979,surprise
5.314061,5.17649,6.0562453,5.5868745,3.1105394,3.5591211,surprise
5.6009984,5.473557,5.8544016,5.4379754,3.379113,1.9587765,surprise
5.962234,5.9578924,7.119819,7.080455,3.6620698,5.093262,surprise
5.3138266,5.5483947,5.158963,5.2503796,4.039662,1.0028262,sadness
4.6855364,5.0015984,4.7223735,4.2465587,2.9643826,0.9019265,sadness
5.0739,4.9683537,5.645644,5.6800656,4.269286,1.0453628,sadness
6.029783,5.7882614,4.052624,4.2799835,2.6076808,0.7924806,sadness
5.2166376,5.5382056,5.697018,5.301352,4.093616,1.3657907,sadness
5.4987926,4.784528,4.9795246,5.243751,3.6350098,1.1102643,sadness
5.325076,4.646388,4.1507244,4.8685207,3.3377707,0.87061685,sadness
5.539302,5.264618,3.8799899,3.8382096,1.8067654,0.34802672,sadness
5.546031,5.442398,5.1778316,4.78479,3.296261,1.3483157,sadness
5.295532,6.084968,5.4863753,5.573283,4.1768847,2,sadness
4.540043,5.523548,5.0150805,4.8522305,3.1142354,1.1701413,sadness
5.8346386,5.6744685,4.557086,4.743723,3.2870133,0.99628025,sadness
5.479561,5.0466757,4.852717,4.868582,3.3989425,0.8278848,sadness
6.397732,5.529682,4.704223,4.8261743,2.4981794,1.665742,sadness
6.321027,5.6673584,5.3234673,4.921938,3.8530707,1.2851396,sadness
5.7406206,5.6523786,5.5568037,6.2167735,4.8170867,1.3319303,sadness
5.4382772,5.5547104,5.2787104,5.172335,3.4329386,1.9507511,sadness
6.2137747,6.101884,5.780602,5.7915587,4.609355,1.391181,sadness
6.39699,5.9164534,4.517962,4.6765127,3.2602324,1.0025963,sadness
6.447712,5.6958094,4.623872,4.788163,3.0654867,1,sadness
6.6890326,6.145673,5.102433,5.5355334,3.6846387,1.4108951,sadness
5.5437026,5.503771,5.25672,5.3301373,3.7368422,1.1052631,sadness
5.481231,5.35507,4.5826344,4.9140406,2.9988582,1.40693,sadness
5.7124314,5.2673683,5.3994613,5.1230974,3.1721072,1.1736093,sadness
4.8439436,5.095247,9.841685,10.50749,9.2258,2.6638606,sadness
5.323093,5.414652,5.4617486,5.4138937,3.2520857,0.90440875,sadness
5.559778,5.5226703,4.0815854,3.9928074,2.2568905,0.4878993,sadness
5.682905,5.475322,5.230814,5.1808014,3.7619143,1.1606895,sadness
5.9277644,6.018174,4.243354,3.9911318,2.4033132,0.5797655,sadness
6.251496,6.149142,4.740259,4.214734,2.6884987,0.9643321,sadness
5.8027477,5.7566047,5.5453854,6.104326,4.558306,1.4616836,sadness
4.8671246,4.9999747,5.3269053,5.047861,4.101219,0.75,sadness
5.652402,5.80396,3.829793,4.13682,2.0537925,0.28667164,sadness
5.945121,5.531417,4.0880165,3.7769713,1.8963808,0.60583496,sadness
5.465499,5.276368,3.598634,4.3161964,1.9187353,0.67448914,sadness
5.6991105,5.548885,5.3925915,5.5150275,4.0556474,1.4727408,sadness
5.9653172,5.261916,5.654992,5.6882925,4.2002974,1.7029387,sadness
4.872881,4.626092,5.306772,5.0952806,2.9974833,1.1736093,sadness
6.3058343,6.197385,4.7262597,4.639787,3.046811,1.0918556,sadness
5.204897,5.276258,5.568326,5.5252905,3.9228673,1.7919574,sadness
5.6310244,5.4107237,4.948357,5.105686,3.3260036,1.640638,sadness
6.516831,5.952439,5.1736097,4.895693,3.632613,1.7254912,sadness
5.2129173,5.343279,6.2786703,5.634876,4.4738398,1.3251783,sadness
5.685518,5.366068,4.6685286,5.205559,2.8895068,1.0768557,sadness
6.1017313,5.88945,4.080098,4.0949,2.7002058,0.8333333,sadness
5.551573,5.4287004,4.569741,4.809074,2.9550085,0.9566056,sadness
5.403533,5.3003926,4.9234543,5.405615,3.4207413,1.497547,sadness
5.2181416,5.3776484,4.9534426,4.8872232,3.5395758,1.1247954,sadness
5.4729667,5.4458556,5.8059664,5.858493,4.83099,1.1107863,sadness
5.600872,5.674818,5.225594,4.716201,3.4010427,0.720534,sadness
6.288392,6.189905,5.0850587,5.15112,3.7466528,1.04869,sadness
5.973166,5.4851665,5.2286587,5.1106124,3.84255,1.1049862,sadness
4.4660044,5.5080404,3.9519806,3.533255,2.1166377,0.6222714,sadness
5.558895,5.303838,5.1275487,5.3064394,3.5426471,1.7916666,sadness
5.6042833,4.991946,7.885592,8.982417,7.6499753,2.5277224,sadness
5.212789,5.0979156,4.876763,5.3315687,3.177454,1.0730422,sadness
5.6494794,5.5709286,5.875738,6.2127686,4.4990263,1.2786914,sadness
5.493453,5.6788545,4.938142,4.8400617,3.3650725,0.9989686,sadness
5.599063,5.145056,4.8843155,5.1178675,3.4503872,1.3313203,sadness
5.9311557,5.69876,5.0627246,5.130924,3.499195,1.4160506,sadness
5.581006,5.949633,4.388615,4.2371273,3.2422214,0.2912044,sadness
5.7868304,5.474735,6.169889,6.1286573,4.8031282,1.309944,sadness
5.9945774,5.66776,3.9001684,3.7566757,1.9185773,0.5,sadness
6.0824647,5.9867687,4.8469844,4.849864,3.1923077,1.1538461,sadness
5.452171,5.8521023,4.8440537,4.957054,2.1423757,1.862069,sadness
5.0779357,5.289518,5.2213173,5.2000847,3.6669757,1.1914282,sadness
5.173127,5.2701645,5.184353,5.201023,3.7513332,1.104536,sadness
5.5023413,5.0412736,4.820041,4.833762,2.5415332,1.0031676,sadness
5.6473184,5.52464,5.6743183,5.2411156,4.227517,0.9556271,sadness
5.900164,5.617103,7.105279,6.3837776,5.549959,1.4616836,sadness
4.907257,4.7647357,4.4619207,4.564355,2.691641,1.0348651,sadness
4.6601496,4.4260044,5.7045884,5.8424873,4.3424,1.5495129,sadness
4.9158998,4.867728,6.315363,6.4637184,4.9380784,1.6095867,sadness
5.613964,5.3258247,6.767507,7.3270693,5.530663,1.765686,sadness
5.5359583,5.1439066,4.7021604,5.314794,3.9875226,1.0283153,sadness
6.38793,6.131219,4.9752784,5.2608056,2.9617054,1.1327043,sadness
6.2827826,5.569166,3.9361556,4.0695744,2.0501378,0.72025967,sadness
5.665389,4.8482904,3.8930624,3.912889,1.838331,0.33381853,sadness
5.5726886,5.3159304,4.108014,4.393021,2.4306087,0.5166601,sadness
5.360827,5.461622,6.473709,6.3112726,5.1258497,1.3370155,sadness
5.180739,5.3310084,4.6362734,4.5788627,2.0766354,0.8134275,sadness
5.725872,6.0478587,6.985929,7.470296,6.570695,2.3674822,fear
4.7323656,4.6964445,5.6938496,5.201275,4.249691,1.3924272,fear
6.0513277,5.354017,4.5310955,4.603054,3.5228598,1.3243841,fear
5.5832396,6.01729,7.4436364,6.99092,6.3298945,2.6316679,fear
5.893482,5.2851806,5.1645374,5.615597,4.197434,1.697879,fear
7.814028,7.8100567,5.9720507,5.967679,5.2088366,2.3511527,fear
5.0277586,5.503822,6.483653,6.0781727,5.1675377,2.1139927,fear
5.654172,6.1798882,5.3229713,5.315051,3.7155063,1.8120284,fear
4.564385,5.2503304,5.8847284,5.2612543,4.701135,1.8546152,fear
5.5127897,4.923556,6.2392044,6.4018593,5.188847,1.6609095,fear
5.3557134,5.074241,5.4681683,5.340761,4.0963454,1.2380953,fear
6.1251855,5.5755653,5.9781814,6.1671267,4.875712,1.7921511,fear
6.1725707,5.3387156,6.1299143,6.9803467,5.6265197,2.1464815,fear
4.938521,5.0260825,6.830113,6.0351524,5.7216806,1.8435062,fear
5.9169745,6.0228043,5.1542645,5.135313,3.8573437,1.2707298,fear
5.9829993,5.996094,5.935605,5.9260063,4.5857778,1.7692584,fear
5.564556,5.4681644,4.714438,4.896991,3.2292972,1.1145605,fear
5.751574,5.502312,5.8626137,5.7822285,4.625476,1.7877729,fear
5.896388,5.450944,4.632957,5.1812334,3.8736832,1.2564198,fear
4.9069858,4.7153306,8.320934,8.898408,7.5178223,4.141611,fear
6.1968274,6.405633,6.8209095,6.1300573,5.5167937,1.8540943,fear
5.4234676,5.2655115,4.805355,4.7765503,3.4415498,1.4033041,fear
5.7529716,5.8805027,5.8466167,5.6565495,4.829143,2.0831919,fear
6.233878,5.8356705,5.5569468,5.7357855,4.26832,1.8617141,fear
5.679184,5.683252,5.743539,5.1473513,3.9387245,2.024578,fear
6.474352,6.2631617,4.8628845,4.409513,3.2805593,1.2041595,fear
5.704799,5.6876574,5.21815,5.353387,3.8554187,1.6654595,fear
5.483635,5.7928967,4.790173,4.6152897,3.262029,1.2181674,fear
5.6441073,4.619707,6.1747804,6.5148535,5.869516,2.2113895,fear
5.6978846,5.376838,5.1372633,4.96846,3.2094154,1.8754629,fear
5.69903,5.5154524,6.1310015,5.3105936,4.3635364,1.849385,fear
5.170988,4.669759,5.4772773,6.128582,4.905919,1.1388184,fear
6.2687216,5.2711,4.6474104,5.2764087,3.4975693,1.3168222,fear
5.291932,5.4905953,6.9906616,5.9858413,5.740714,2.3657312,fear
5.594097,5.44158,4.952738,4.973927,3.4374835,1.6805598,fear
6.0919194,6.149581,4.7099185,4.5506,3.069159,1.2068965,fear
4.6792135,4.6959577,5.6620345,5.6322517,4.198356,1.3994521,fear
5.371575,5.525049,5.3668957,5.2448473,3.6942227,1.5215772,fear
6.215237,5.7985697,5.1314774,5.1731296,3.4067855,2.361635,fear
6.010379,5.8483233,6.981878,7.2309866,5.9189634,2.2851353,fear
5.2650313,5.3958216,5.577797,6.106942,4.4030194,1.4394044,fear
5.8591266,5.874252,4.8033257,4.428544,2.9977834,1.614191,fear
5.5373583,5.5190067,4.8398666,5.4653935,3.4134567,1.6117547,fear
5.2226257,5.302004,4.9354644,5.065569,3.096799,1.6724155,fear
5.5723386,5.3785048,4.9645767,5.2450733,3.1133652,1.9238576,fear
5.5592613,5.4344354,4.758486,4.9019403,3.6006742,1.4793574,fear
5.4406195,5.6159353,5.4750743,5.4740505,3.9555902,2.002065,fear
5.0632195,5.4374394,6.6239576,6.2182827,5.4790964,1.3135487,fear
5.9148054,5.949423,5.159557,5.00784,3.4003677,1.5508063,fear
5.820865,5.8012,5.6815405,5.6433344,4.9472523,0.94607705,fear
4.431724,5.2338104,7.091046,6.150141,6.078272,1.7535921,fear
5.574051,5.348903,5.253121,5.388204,3.373102,2.3744013,fear
5.637751,5.39253,5.572503,5.7910624,4.210855,1.7368422,fear
4.972682,5.071495,5.3440766,5.744115,4.1699734,2.0854392,fear
5.3068943,5.185566,4.6868386,5.074375,3.1308415,1.4728804,fear
5.4464283,5.5400724,4.388512,4.5670986,3.073846,1.0744356,fear
5.723165,5.598542,5.408457,5.5042095,3.8246965,1.8698199,fear
5.514749,5.7475767,4.9850082,5.1512365,3.85,1.5508063,fear
5.564931,5.7376366,5.002869,5.182473,3.550352,2.1,fear
5.740815,5.497275,6.8256373,6.0801816,5.085989,1.9444444,fear
6.132716,5.834051,5.5902424,5.4892454,3.4970596,2.1478982,fear
5.7879577,5.695095,6.025452,6.50589,4.092734,2.4363348,fear
4.8949795,5.2467804,5.3399925,5.5727916,3.7502315,1.6666666,fear
5.6283035,6.0346384,4.6894927,4.641931,3.0831907,1.2496101,fear
5.762872,5.374215,5.1131067,5.999428,4.3492527,1.7088007,fear
5.657842,5.763258,4.8856106,5.304831,3.841167,1.9413301,fear
5.7417884,5.754285,5.0154676,4.850775,3.3209639,1.6019988,fear
5.702178,5.3937874,6.262643,7.048933,4.7893915,3.0560606,fear
5.6541386,5.5951185,5.056801,5.332577,3.3197317,1.8214078,fear
6.8957443,6.1490765,4.1878543,4.59232,2.8526433,1.1929278,fear
6.1080346,5.20435,4.815622,5.012388,3.3327844,1.459446,fear
5.6904993,5.2033467,4.81144,4.9845104,3.0010667,1.9216659,fear
5.4326463,5.1700773,4.920501,5.164468,3.5787396,1.086429,fear
5.348243,5.0176606,7.110674,7.6202374,6.363808,2.619888,fear
5.728842,5.5068426,5.4326634,5.818886,4.347155,1.7506678,fear
5.547392,5.508109,4.612521,4.6339474,2.7039576,2.0383832,fear
5.521584,5.793747,4.6731663,4.2977257,2.7227259,1.2654923,fear
5.6040535,5.736415,6.682395,6.6329064,5,2.5263157,fear
5.0802107,5.06908,7.468283,7.1397457,6.0591087,2.5294118,fear
5.4831,5.176594,4.55654,4.548065,3.439994,0.77653164,anger
4.7830544,5.8285317,4.5020366,4.023079,2.8979177,0.6760139,anger
5.677953,5.1956186,4.632572,4.495573,3.2507846,0.6438484,anger
6.0438185,5.67471,4.198844,4.1866693,2.7790387,0.7791624,anger
6.182399,7.3060465,5.1386447,4.940977,4.1696773,0.8221083,anger
6.5370836,5.487667,4.355079,4.4433455,3.040916,0.91321534,anger
6.0307207,5.1420784,4.794512,5.1650457,3.5020838,0.95420426,anger
5.492826,5.8900185,5.5738306,5.103754,3.526135,1.3303802,anger
5.582949,5.5059347,5.1568794,4.689112,3.9813924,1.0495167,anger
5.308293,6.2429895,4.9809203,5.395997,4.099589,1.0511767,anger
4.7162876,6.2061567,4.6364484,4.4117613,2.8505867,0.9528196,anger
5.993723,5.6691656,4.229059,4.103276,2.7713559,0.6373269,anger
7.1479173,6.1708317,5.5316944,5.530736,4.326194,1.2615228,anger
5.951091,4.592307,6.340624,6.322439,4.658231,1.7294942,anger
5.863306,5.776126,5.449039,4.625346,3.7001803,1.4470186,anger
6.4577646,6.018937,6.8417172,7.903721,6.31321,2.0695624,anger
4.9622283,5.505358,5.095315,4.678749,3.7218893,0.81983614,anger
6.626478,5.6339703,4.3852873,4.688483,3.2832568,1.1416527,anger
6.347633,7.287018,4.18244,4.0905886,2.8214285,1,anger
6.287723,5.7557173,3.735705,3.95149,2.4696953,0.61807966,anger
5.475008,5.4405155,9.2361145,9.940941,8.559634,2.9010072,anger
5.7483463,6.214178,4.3574853,4.188162,2.9188666,0.44476643,anger
5.962514,6.0204268,4.896813,4.5477257,3.9006321,0.8561727,anger
5.798993,5.7266874,4.9746,5.3629084,3.6055512,1.6489748,anger
6.0108166,5.938421,5.2618175,5.622352,3.8078864,1.8099774,anger
5.670397,5.805298,4.79012,4.2588253,3.0182793,1.2939734,anger
6.47822,6.3046994,4.8238406,4.729084,3.5621173,0.82644963,anger
5.686601,5.992049,5.6069584,5.7896614,4.659812,1.1648705,anger
5.5943456,5.8826,5.9416337,5.7143593,4.4152927,2.062182,anger
6.0264997,5.9319057,8.072719,7.696875,7.270342,2.707388,anger
5.556532,5.187655,4.830158,4.7353506,3.089711,1.3506283,anger
5.727216,6.202066,4.6128964,4.566706,2.9176667,1.1198184,anger
